x_parameter,x_value,y_parameter,y_value,lcoe_gbp_per_mwh
launch_cost_gbp_per_kg,3480.6779661016953,end_to_end_efficiency,0.33983050847457624,811.0764626665916
launch_cost_gbp_per_kg,3565.084745762712,end_to_end_efficiency,0.33983050847457624,828.5759279449721
launch_cost_gbp_per_kg,3649.491525423729,end_to_end_efficiency,0.33983050847457624,846.0753932233531
launch_cost_gbp_per_kg,3733.898305084746,end_to_end_efficiency,0.33983050847457624,863.5748585017337
launch_cost_gbp_per_kg,3818.305084745763,end_to_end_efficiency,0.33983050847457624,881.0743237801145
launch_cost_gbp_per_kg,3902.71186440678,end_to_end_efficiency,0.33983050847457624,898.5737890584951
launch_cost_gbp_per_kg,3987.118644067797,end_to_end_efficiency,0.33983050847457624,916.073254336876
launch_cost_gbp_per_kg,4071.5254237288136,end_to_end_efficiency,0.33983050847457624,933.5727196152566
launch_cost_gbp_per_kg,4155.932203389831,end_to_end_efficiency,0.33983050847457624,951.0721848936372
launch_cost_gbp_per_kg,4240.338983050848,end_to_end_efficiency,0.33983050847457624,968.5716501720182
launch_cost_gbp_per_kg,4324.745762711865,end_to_end_efficiency,0.33983050847457624,986.0711154503986
launch_cost_gbp_per_kg,4409.152542372882,end_to_end_efficiency,0.33983050847457624,1003.5705807287794
launch_cost_gbp_per_kg,4493.559322033899,end_to_end_efficiency,0.33983050847457624,1021.0700460071602
launch_cost_gbp_per_kg,4577.966101694916,end_to_end_efficiency,0.33983050847457624,1038.569511285541
launch_cost_gbp_per_kg,4662.372881355933,end_to_end_efficiency,0.33983050847457624,1056.0689765639215
launch_cost_gbp_per_kg,4746.77966101695,end_to_end_efficiency,0.33983050847457624,1073.5684418423025
launch_cost_gbp_per_kg,4831.186440677967,end_to_end_efficiency,0.33983050847457624,1091.0679071206832
launch_cost_gbp_per_kg,4915.593220338983,end_to_end_efficiency,0.33983050847457624,1108.5673723990635
launch_cost_gbp_per_kg,5000.0,end_to_end_efficiency,0.33983050847457624,1126.0668376774443
launch_cost_gbp_per_kg,20.0,end_to_end_efficiency,0.3449152542372881,92.31471569971764
launch_cost_gbp_per_kg,104.40677966101696,end_to_end_efficiency,0.3449152542372881,109.55620360298707
launch_cost_gbp_per_kg,188.8135593220339,end_to_end_efficiency,0.3449152542372881,126.79769150625654
launch_cost_gbp_per_kg,273.22033898305085,end_to_end_efficiency,0.3449152542372881,144.03917940952599
launch_cost_gbp_per_kg,357.6271186440678,end_to_end_efficiency,0.3449152542372881,161.2806673127954
launch_cost_gbp_per_kg,442.0338983050848,end_to_end_efficiency,0.3449152542372881,178.52215521606493
launch_cost_gbp_per_kg,526.4406779661017,end_to_end_efficiency,0.3449152542372881,195.76364311933432
launch_cost_gbp_per_kg,610.8474576271187,end_to_end_efficiency,0.3449152542372881,213.00513102260385
launch_cost_gbp_per_kg,695.2542372881356,end_to_end_efficiency,0.3449152542372881,230.24661892587326
launch_cost_gbp_per_kg,779.6610169491526,end_to_end_efficiency,0.3449152542372881,247.48810682914268
launch_cost_gbp_per_kg,864.0677966101696,end_to_end_efficiency,0.3449152542372881,264.7295947324122
launch_cost_gbp_per_kg,948.4745762711865,end_to_end_efficiency,0.3449152542372881,281.9710826356816
launch_cost_gbp_per_kg,1032.8813559322034,end_to_end_efficiency,0.3449152542372881,299.21257053895107
launch_cost_gbp_per_kg,1117.2881355932204,end_to_end_efficiency,0.3449152542372881,316.4540584422205
launch_cost_gbp_per_kg,1201.6949152542375,end_to_end_efficiency,0.3449152542372881,333.69554634549
launch_cost_gbp_per_kg,1286.1016949152543,end_to_end_efficiency,0.3449152542372881,350.9370342487594
launch_cost_gbp_per_kg,1370.5084745762713,end_to_end_efficiency,0.3449152542372881,368.17852215202885
launch_cost_gbp_per_kg,1454.9152542372883,end_to_end_efficiency,0.3449152542372881,385.42001005529835
launch_cost_gbp_per_kg,1539.322033898305,end_to_end_efficiency,0.3449152542372881,402.66149795856785
launch_cost_gbp_per_kg,1623.7288135593221,end_to_end_efficiency,0.3449152542372881,419.9029858618373
launch_cost_gbp_per_kg,1708.1355932203392,end_to_end_efficiency,0.3449152542372881,437.1444737651067
launch_cost_gbp_per_kg,1792.542372881356,end_to_end_efficiency,0.3449152542372881,454.3859616683761
launch_cost_gbp_per_kg,1876.949152542373,end_to_end_efficiency,0.3449152542372881,471.6274495716457
launch_cost_gbp_per_kg,1961.35593220339,end_to_end_efficiency,0.3449152542372881,488.8689374749151
launch_cost_gbp_per_kg,2045.7627118644068,end_to_end_efficiency,0.3449152542372881,506.11042537818463
launch_cost_gbp_per_kg,2130.169491525424,end_to_end_efficiency,0.3449152542372881,523.3519132814539
launch_cost_gbp_per_kg,2214.576271186441,end_to_end_efficiency,0.3449152542372881,540.5934011847233
launch_cost_gbp_per_kg,2298.983050847458,end_to_end_efficiency,0.3449152542372881,557.8348890879929
launch_cost_gbp_per_kg,2383.389830508475,end_to_end_efficiency,0.3449152542372881,575.0763769912625
launch_cost_gbp_per_kg,2467.7966101694915,end_to_end_efficiency,0.3449152542372881,592.3178648945318
launch_cost_gbp_per_kg,2552.2033898305085,end_to_end_efficiency,0.3449152542372881,609.5593527978014
launch_cost_gbp_per_kg,2636.6101694915255,end_to_end_efficiency,0.3449152542372881,626.8008407010708
launch_cost_gbp_per_kg,2721.0169491525426,end_to_end_efficiency,0.3449152542372881,644.0423286043402
launch_cost_gbp_per_kg,2805.4237288135596,end_to_end_efficiency,0.3449152542372881,661.2838165076096
launch_cost_gbp_per_kg,2889.8305084745766,end_to_end_efficiency,0.3449152542372881,678.525304410879
launch_cost_gbp_per_kg,2974.2372881355936,end_to_end_efficiency,0.3449152542372881,695.7667923141488
launch_cost_gbp_per_kg,3058.64406779661,end_to_end_efficiency,0.3449152542372881,713.0082802174181
launch_cost_gbp_per_kg,3143.0508474576272,end_to_end_efficiency,0.3449152542372881,730.2497681206876
launch_cost_gbp_per_kg,3227.4576271186443,end_to_end_efficiency,0.3449152542372881,747.4912560239569
launch_cost_gbp_per_kg,3311.8644067796613,end_to_end_efficiency,0.3449152542372881,764.7327439272265
launch_cost_gbp_per_kg,3396.2711864406783,end_to_end_efficiency,0.3449152542372881,781.9742318304958
launch_cost_gbp_per_kg,3480.6779661016953,end_to_end_efficiency,0.3449152542372881,799.2157197337652
launch_cost_gbp_per_kg,3565.084745762712,end_to_end_efficiency,0.3449152542372881,816.4572076370347
launch_cost_gbp_per_kg,3649.491525423729,end_to_end_efficiency,0.3449152542372881,833.6986955403041
launch_cost_gbp_per_kg,3733.898305084746,end_to_end_efficiency,0.3449152542372881,850.9401834435738
launch_cost_gbp_per_kg,3818.305084745763,end_to_end_efficiency,0.3449152542372881,868.1816713468432
launch_cost_gbp_per_kg,3902.71186440678,end_to_end_efficiency,0.3449152542372881,885.4231592501126
launch_cost_gbp_per_kg,3987.118644067797,end_to_end_efficiency,0.3449152542372881,902.6646471533821
launch_cost_gbp_per_kg,4071.5254237288136,end_to_end_efficiency,0.3449152542372881,919.9061350566515
launch_cost_gbp_per_kg,4155.932203389831,end_to_end_efficiency,0.3449152542372881,937.147622959921
launch_cost_gbp_per_kg,4240.338983050848,end_to_end_efficiency,0.3449152542372881,954.3891108631902
launch_cost_gbp_per_kg,4324.745762711865,end_to_end_efficiency,0.3449152542372881,971.6305987664598
launch_cost_gbp_per_kg,4409.152542372882,end_to_end_efficiency,0.3449152542372881,988.8720866697294
launch_cost_gbp_per_kg,4493.559322033899,end_to_end_efficiency,0.3449152542372881,1006.1135745729988
launch_cost_gbp_per_kg,4577.966101694916,end_to_end_efficiency,0.3449152542372881,1023.3550624762681
launch_cost_gbp_per_kg,4662.372881355933,end_to_end_efficiency,0.3449152542372881,1040.5965503795378
launch_cost_gbp_per_kg,4746.77966101695,end_to_end_efficiency,0.3449152542372881,1057.8380382828072
launch_cost_gbp_per_kg,4831.186440677967,end_to_end_efficiency,0.3449152542372881,1075.079526186077
launch_cost_gbp_per_kg,4915.593220338983,end_to_end_efficiency,0.3449152542372881,1092.3210140893461
launch_cost_gbp_per_kg,5000.0,end_to_end_efficiency,0.3449152542372881,1109.5625019926154
launch_cost_gbp_per_kg,20.0,end_to_end_efficiency,0.35,91.06834308020416
launch_cost_gbp_per_kg,104.40677966101696,end_to_end_efficiency,0.35,108.05934931901936
launch_cost_gbp_per_kg,188.8135593220339,end_to_end_efficiency,0.35,125.05035555783451
launch_cost_gbp_per_kg,273.22033898305085,end_to_end_efficiency,0.35,142.04136179664968
launch_cost_gbp_per_kg,357.6271186440678,end_to_end_efficiency,0.35,159.03236803546488
launch_cost_gbp_per_kg,442.0338983050848,end_to_end_efficiency,0.35,176.02337427428003
launch_cost_gbp_per_kg,526.4406779661017,end_to_end_efficiency,0.35,193.0143805130952
launch_cost_gbp_per_kg,610.8474576271187,end_to_end_efficiency,0.35,210.0053867519104
launch_cost_gbp_per_kg,695.2542372881356,end_to_end_efficiency,0.35,226.99639299072558
launch_cost_gbp_per_kg,779.6610169491526,end_to_end_efficiency,0.35,243.98739922954076
launch_cost_gbp_per_kg,864.0677966101696,end_to_end_efficiency,0.35,260.97840546835596
launch_cost_gbp_per_kg,948.4745762711865,end_to_end_efficiency,0.35,277.9694117071711
launch_cost_gbp_per_kg,1032.8813559322034,end_to_end_efficiency,0.35,294.9604179459863
launch_cost_gbp_per_kg,1117.2881355932204,end_to_end_efficiency,0.35,311.9514241848015
launch_cost_gbp_per_kg,1201.6949152542375,end_to_end_efficiency,0.35,328.9424304236167
launch_cost_gbp_per_kg,1286.1016949152543,end_to_end_efficiency,0.35,345.9334366624318
launch_cost_gbp_per_kg,1370.5084745762713,end_to_end_efficiency,0.35,362.924442901247
launch_cost_gbp_per_kg,1454.9152542372883,end_to_end_efficiency,0.35,379.91544914006226
launch_cost_gbp_per_kg,1539.322033898305,end_to_end_efficiency,0.35,396.90645537887735
launch_cost_gbp_per_kg,1623.7288135593221,end_to_end_efficiency,0.35,413.89746161769256
launch_cost_gbp_per_kg,1708.1355932203392,end_to_end_efficiency,0.35,430.8884678565078
launch_cost_gbp_per_kg,1792.542372881356,end_to_end_efficiency,0.35,447.87947409532296
launch_cost_gbp_per_kg,1876.949152542373,end_to_end_efficiency,0.35,464.8704803341381
launch_cost_gbp_per_kg,1961.35593220339,end_to_end_efficiency,0.35,481.8614865729532
launch_cost_gbp_per_kg,2045.7627118644068,end_to_end_efficiency,0.35,498.8524928117684
launch_cost_gbp_per_kg,2130.169491525424,end_to_end_efficiency,0.35,515.8434990505835
launch_cost_gbp_per_kg,2214.576271186441,end_to_end_efficiency,0.35,532.8345052893987
launch_cost_gbp_per_kg,2298.983050847458,end_to_end_efficiency,0.35,549.8255115282138
launch_cost_gbp_per_kg,2383.389830508475,end_to_end_efficiency,0.35,566.816517767029
launch_cost_gbp_per_kg,2467.7966101694915,end_to_end_efficiency,0.35,583.8075240058441
launch_cost_gbp_per_kg,2552.2033898305085,end_to_end_efficiency,0.35,600.7985302446593
launch_cost_gbp_per_kg,2636.6101694915255,end_to_end_efficiency,0.35,617.7895364834745
launch_cost_gbp_per_kg,2721.0169491525426,end_to_end_efficiency,0.35,634.7805427222897
launch_cost_gbp_per_kg,2805.4237288135596,end_to_end_efficiency,0.35,651.7715489611049
launch_cost_gbp_per_kg,2889.8305084745766,end_to_end_efficiency,0.35,668.7625551999204
launch_cost_gbp_per_kg,2974.2372881355936,end_to_end_efficiency,0.35,685.7535614387353
launch_cost_gbp_per_kg,3058.64406779661,end_to_end_efficiency,0.35,702.7445676775505
launch_cost_gbp_per_kg,3143.0508474576272,end_to_end_efficiency,0.35,719.7355739163659
launch_cost_gbp_per_kg,3227.4576271186443,end_to_end_efficiency,0.35,736.7265801551808
launch_cost_gbp_per_kg,3311.8644067796613,end_to_end_efficiency,0.35,753.717586393996
launch_cost_gbp_per_kg,3396.2711864406783,end_to_end_efficiency,0.35,770.7085926328111
launch_cost_gbp_per_kg,3480.6779661016953,end_to_end_efficiency,0.35,787.6995988716263
launch_cost_gbp_per_kg,3565.084745762712,end_to_end_efficiency,0.35,804.6906051104415
launch_cost_gbp_per_kg,3649.491525423729,end_to_end_efficiency,0.35,821.6816113492567
launch_cost_gbp_per_kg,3733.898305084746,end_to_end_efficiency,0.35,838.6726175880721
launch_cost_gbp_per_kg,3818.305084745763,end_to_end_efficiency,0.35,855.6636238268873
launch_cost_gbp_per_kg,3902.71186440678,end_to_end_efficiency,0.35,872.6546300657022
launch_cost_gbp_per_kg,3987.118644067797,end_to_end_efficiency,0.35,889.6456363045177
launch_cost_gbp_per_kg,4071.5254237288136,end_to_end_efficiency,0.35,906.6366425433328
launch_cost_gbp_per_kg,4155.932203389831,end_to_end_efficiency,0.35,923.6276487821477
launch_cost_gbp_per_kg,4240.338983050848,end_to_end_efficiency,0.35,940.6186550209632
launch_cost_gbp_per_kg,4324.745762711865,end_to_end_efficiency,0.35,957.6096612597784
launch_cost_gbp_per_kg,4409.152542372882,end_to_end_efficiency,0.35,974.6006674985935
launch_cost_gbp_per_kg,4493.559322033899,end_to_end_efficiency,0.35,991.5916737374087
launch_cost_gbp_per_kg,4577.966101694916,end_to_end_efficiency,0.35,1008.5826799762239
launch_cost_gbp_per_kg,4662.372881355933,end_to_end_efficiency,0.35,1025.573686215039
launch_cost_gbp_per_kg,4746.77966101695,end_to_end_efficiency,0.35,1042.5646924538541
launch_cost_gbp_per_kg,4831.186440677967,end_to_end_efficiency,0.35,1059.5556986926695
launch_cost_gbp_per_kg,4915.593220338983,end_to_end_efficiency,0.35,1076.5467049314843
launch_cost_gbp_per_kg,5000.0,end_to_end_efficiency,0.35,1093.5377111702996
launch_cost_gbp_per_kg,20.0,space_hardware_cost_gbp_per_w_space,0.05,170.91697413958929
launch_cost_gbp_per_kg,104.40677966101696,space_hardware_cost_gbp_per_w_space,0.05,210.56265536349133
launch_cost_gbp_per_kg,188.8135593220339,space_hardware_cost_gbp_per_w_space,0.05,250.20833658739343
launch_cost_gbp_per_kg,273.22033898305085,space_hardware_cost_gbp_per_w_space,0.05,289.85401781129553
launch_cost_gbp_per_kg,357.6271186440678,space_hardware_cost_gbp_per_w_space,0.05,329.49969903519764
launch_cost_gbp_per_kg,442.0338983050848,space_hardware_cost_gbp_per_w_space,0.05,369.1453802590997
launch_cost_gbp_per_kg,526.4406779661017,space_hardware_cost_gbp_per_w_space,0.05,408.7910614830018
launch_cost_gbp_per_kg,610.8474576271187,space_hardware_cost_gbp_per_w_space,0.05,448.43674270690383
launch_cost_gbp_per_kg,695.2542372881356,space_hardware_cost_gbp_per_w_space,0.05,488.0824239308059
launch_cost_gbp_per_kg,779.6610169491526,space_hardware_cost_gbp_per_w_space,0.05,527.728105154708
launch_cost_gbp_per_kg,864.0677966101696,space_hardware_cost_gbp_per_w_space,0.05,567.3737863786101
launch_cost_gbp_per_kg,948.4745762711865,space_hardware_cost_gbp_per_w_space,0.05,607.019467602512
launch_cost_gbp_per_kg,1032.8813559322034,space_hardware_cost_gbp_per_w_space,0.05,646.6651488264142
launch_cost_gbp_per_kg,1117.2881355932204,space_hardware_cost_gbp_per_w_space,0.05,686.3108300503163
launch_cost_gbp_per_kg,1201.6949152542375,space_hardware_cost_gbp_per_w_space,0.05,725.9565112742185
launch_cost_gbp_per_kg,1286.1016949152543,space_hardware_cost_gbp_per_w_space,0.05,765.6021924981205
launch_cost_gbp_per_kg,1370.5084745762713,space_hardware_cost_gbp_per_w_space,0.05,805.2478737220225
launch_cost_gbp_per_kg,1454.9152542372883,space_hardware_cost_gbp_per_w_space,0.05,844.8935549459248
launch_cost_gbp_per_kg,1539.322033898305,space_hardware_cost_gbp_per_w_space,0.05,884.5392361698267
launch_cost_gbp_per_kg,1623.7288135593221,space_hardware_cost_gbp_per_w_space,0.05,924.1849173937288
launch_cost_gbp_per_kg,1708.1355932203392,space_hardware_cost_gbp_per_w_space,0.05,963.8305986176309
launch_cost_gbp_per_kg,1792.542372881356,space_hardware_cost_gbp_per_w_space,0.05,1003.4762798415329
launch_cost_gbp_per_kg,1876.949152542373,space_hardware_cost_gbp_per_w_space,0.05,1043.121961065435
launch_cost_gbp_per_kg,1961.35593220339,space_hardware_cost_gbp_per_w_space,0.05,1082.7676422893371
launch_cost_gbp_per_kg,2045.7627118644068,space_hardware_cost_gbp_per_w_space,0.05,1122.4133235132392
launch_cost_gbp_per_kg,2130.169491525424,space_hardware_cost_gbp_per_w_space,0.05,1162.0590047371413
launch_cost_gbp_per_kg,2214.576271186441,space_hardware_cost_gbp_per_w_space,0.05,1201.7046859610432
launch_cost_gbp_per_kg,2298.983050847458,space_hardware_cost_gbp_per_w_space,0.05,1241.3503671849455
launch_cost_gbp_per_kg,2383.389830508475,space_hardware_cost_gbp_per_w_space,0.05,1280.9960484088474
launch_cost_gbp_per_kg,2467.7966101694915,space_hardware_cost_gbp_per_w_space,0.05,1320.6417296327495
launch_cost_gbp_per_kg,2552.2033898305085,space_hardware_cost_gbp_per_w_space,0.05,1360.2874108566516
launch_cost_gbp_per_kg,2636.6101694915255,space_hardware_cost_gbp_per_w_space,0.05,1399.933092080554
launch_cost_gbp_per_kg,2721.0169491525426,space_hardware_cost_gbp_per_w_space,0.05,1439.5787733044556
launch_cost_gbp_per_kg,2805.4237288135596,space_hardware_cost_gbp_per_w_space,0.05,1479.224454528358
launch_cost_gbp_per_kg,2889.8305084745766,space_hardware_cost_gbp_per_w_space,0.05,1518.8701357522602
launch_cost_gbp_per_kg,2974.2372881355936,space_hardware_cost_gbp_per_w_space,0.05,1558.5158169761623
launch_cost_gbp_per_kg,3058.64406779661,space_hardware_cost_gbp_per_w_space,0.05,1598.161498200064
launch_cost_gbp_per_kg,3143.0508474576272,space_hardware_cost_gbp_per_w_space,0.05,1637.8071794239665
launch_cost_gbp_per_kg,3227.4576271186443,space_hardware_cost_gbp_per_w_space,0.05,1677.4528606478682
launch_cost_gbp_per_kg,3311.8644067796613,space_hardware_cost_gbp_per_w_space,0.05,1717.0985418717703
launch_cost_gbp_per_kg,3396.2711864406783,space_hardware_cost_gbp_per_w_space,0.05,1756.7442230956722
launch_cost_gbp_per_kg,3480.6779661016953,space_hardware_cost_gbp_per_w_space,0.05,1796.3899043195743
launch_cost_gbp_per_kg,3565.084745762712,space_hardware_cost_gbp_per_w_space,0.05,1836.0355855434764
launch_cost_gbp_per_kg,3649.491525423729,space_hardware_cost_gbp_per_w_space,0.05,1875.681266767379
launch_cost_gbp_per_kg,3733.898305084746,space_hardware_cost_gbp_per_w_space,0.05,1915.3269479912803
launch_cost_gbp_per_kg,3818.305084745763,space_hardware_cost_gbp_per_w_space,0.05,1954.972629215183
launch_cost_gbp_per_kg,3902.71186440678,space_hardware_cost_gbp_per_w_space,0.05,1994.6183104390852
launch_cost_gbp_per_kg,3987.118644067797,space_hardware_cost_gbp_per_w_space,0.05,2034.263991662987
launch_cost_gbp_per_kg,4071.5254237288136,space_hardware_cost_gbp_per_w_space,0.05,2073.909672886889
launch_cost_gbp_per_kg,4155.932203389831,space_hardware_cost_gbp_per_w_space,0.05,2113.5553541107906
launch_cost_gbp_per_kg,4240.338983050848,space_hardware_cost_gbp_per_w_space,0.05,2153.201035334693
launch_cost_gbp_per_kg,4324.745762711865,space_hardware_cost_gbp_per_w_space,0.05,2192.8467165585953
launch_cost_gbp_per_kg,4409.152542372882,space_hardware_cost_gbp_per_w_space,0.05,2232.4923977824974
launch_cost_gbp_per_kg,4493.559322033899,space_hardware_cost_gbp_per_w_space,0.05,2272.1380790064
launch_cost_gbp_per_kg,4577.966101694916,space_hardware_cost_gbp_per_w_space,0.05,2311.7837602303016
launch_cost_gbp_per_kg,4662.372881355933,space_hardware_cost_gbp_per_w_space,0.05,2351.4294414542037
launch_cost_gbp_per_kg,4746.77966101695,space_hardware_cost_gbp_per_w_space,0.05,2391.075122678106
launch_cost_gbp_per_kg,4831.186440677967,space_hardware_cost_gbp_per_w_space,0.05,2430.7208039020074
launch_cost_gbp_per_kg,4915.593220338983,space_hardware_cost_gbp_per_w_space,0.05,2470.3664851259095
launch_cost_gbp_per_kg,5000.0,space_hardware_cost_gbp_per_w_space,0.05,2510.012166349812
launch_cost_gbp_per_kg,20.0,space_hardware_cost_gbp_per_w_space,0.13389830508474576,178.79834450337702
launch_cost_gbp_per_kg,104.40677966101696,space_hardware_cost_gbp_per_w_space,0.13389830508474576,218.44402572727907
launch_cost_gbp_per_kg,188.8135593220339,space_hardware_cost_gbp_per_w_space,0.13389830508474576,258.0897069511812
launch_cost_gbp_per_kg,273.22033898305085,space_hardware_cost_gbp_per_w_space,0.13389830508474576,297.73538817508324
launch_cost_gbp_per_kg,357.6271186440678,space_hardware_cost_gbp_per_w_space,0.13389830508474576,337.3810693989853
launch_cost_gbp_per_kg,442.0338983050848,space_hardware_cost_gbp_per_w_space,0.13389830508474576,377.0267506228874
launch_cost_gbp_per_kg,526.4406779661017,space_hardware_cost_gbp_per_w_space,0.13389830508474576,416.67243184678944
launch_cost_gbp_per_kg,610.8474576271187,space_hardware_cost_gbp_per_w_space,0.13389830508474576,456.31811307069154
launch_cost_gbp_per_kg,695.2542372881356,space_hardware_cost_gbp_per_w_space,0.13389830508474576,495.9637942945936
launch_cost_gbp_per_kg,779.6610169491526,space_hardware_cost_gbp_per_w_space,0.13389830508474576,535.6094755184956
launch_cost_gbp_per_kg,864.0677966101696,space_hardware_cost_gbp_per_w_space,0.13389830508474576,575.2551567423978
launch_cost_gbp_per_kg,948.4745762711865,space_hardware_cost_gbp_per_w_space,0.13389830508474576,614.9008379663
launch_cost_gbp_per_kg,1032.8813559322034,space_hardware_cost_gbp_per_w_space,0.13389830508474576,654.5465191902019
launch_cost_gbp_per_kg,1117.2881355932204,space_hardware_cost_gbp_per_w_space,0.13389830508474576,694.192200414104
launch_cost_gbp_per_kg,1201.6949152542375,space_hardware_cost_gbp_per_w_space,0.13389830508474576,733.8378816380061
launch_cost_gbp_per_kg,1286.1016949152543,space_hardware_cost_gbp_per_w_space,0.13389830508474576,773.4835628619082
launch_cost_gbp_per_kg,1370.5084745762713,space_hardware_cost_gbp_per_w_space,0.13389830508474576,813.1292440858102
launch_cost_gbp_per_kg,1454.9152542372883,space_hardware_cost_gbp_per_w_space,0.13389830508474576,852.7749253097124
launch_cost_gbp_per_kg,1539.322033898305,space_hardware_cost_gbp_per_w_space,0.13389830508474576,892.4206065336144
launch_cost_gbp_per_kg,1623.7288135593221,space_hardware_cost_gbp_per_w_space,0.13389830508474576,932.0662877575165
launch_cost_gbp_per_kg,1708.1355932203392,space_hardware_cost_gbp_per_w_space,0.13389830508474576,971.7119689814187
launch_cost_gbp_per_kg,1792.542372881356,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1011.3576502053206
launch_cost_gbp_per_kg,1876.949152542373,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1051.0033314292227
launch_cost_gbp_per_kg,1961.35593220339,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1090.6490126531248
launch_cost_gbp_per_kg,2045.7627118644068,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1130.294693877027
launch_cost_gbp_per_kg,2130.169491525424,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1169.940375100929
launch_cost_gbp_per_kg,2214.576271186441,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1209.5860563248311
launch_cost_gbp_per_kg,2298.983050847458,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1249.2317375487332
launch_cost_gbp_per_kg,2383.389830508475,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1288.8774187726353
launch_cost_gbp_per_kg,2467.7966101694915,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1328.5230999965372
launch_cost_gbp_per_kg,2552.2033898305085,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1368.1687812204395
launch_cost_gbp_per_kg,2636.6101694915255,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1407.8144624443414
launch_cost_gbp_per_kg,2721.0169491525426,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1447.4601436682435
launch_cost_gbp_per_kg,2805.4237288135596,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1487.1058248921456
launch_cost_gbp_per_kg,2889.8305084745766,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1526.751506116048
launch_cost_gbp_per_kg,2974.2372881355936,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1566.3971873399496
launch_cost_gbp_per_kg,3058.64406779661,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1606.0428685638517
launch_cost_gbp_per_kg,3143.0508474576272,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1645.6885497877536
launch_cost_gbp_per_kg,3227.4576271186443,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1685.334231011656
launch_cost_gbp_per_kg,3311.8644067796613,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1724.9799122355582
launch_cost_gbp_per_kg,3396.2711864406783,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1764.6255934594606
launch_cost_gbp_per_kg,3480.6779661016953,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1804.2712746833622
launch_cost_gbp_per_kg,3565.084745762712,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1843.9169559072643
launch_cost_gbp_per_kg,3649.491525423729,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1883.5626371311664
launch_cost_gbp_per_kg,3733.898305084746,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1923.2083183550683
launch_cost_gbp_per_kg,3818.305084745763,space_hardware_cost_gbp_per_w_space,0.13389830508474576,1962.8539995789708
launch_cost_gbp_per_kg,3902.71186440678,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2002.499680802873
launch_cost_gbp_per_kg,3987.118644067797,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2042.145362026775
launch_cost_gbp_per_kg,4071.5254237288136,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2081.791043250677
launch_cost_gbp_per_kg,4155.932203389831,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2121.436724474579
launch_cost_gbp_per_kg,4240.338983050848,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2161.082405698481
launch_cost_gbp_per_kg,4324.745762711865,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2200.728086922383
launch_cost_gbp_per_kg,4409.152542372882,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2240.373768146285
launch_cost_gbp_per_kg,4493.559322033899,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2280.019449370188
launch_cost_gbp_per_kg,4577.966101694916,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2319.665130594089
launch_cost_gbp_per_kg,4662.372881355933,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2359.310811817991
launch_cost_gbp_per_kg,4746.77966101695,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2398.9564930418933
launch_cost_gbp_per_kg,4831.186440677967,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2438.602174265796
launch_cost_gbp_per_kg,4915.593220338983,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2478.2478554896975
launch_cost_gbp_per_kg,5000.0,space_hardware_cost_gbp_per_w_space,0.13389830508474576,2517.8935367136
launch_cost_gbp_per_kg,20.0,space_hardware_cost_gbp_per_w_space,0.21779661016949153,186.6797148671648
launch_cost_gbp_per_kg,104.40677966101696,space_hardware_cost_gbp_per_w_space,0.21779661016949153,226.32539609106686
launch_cost_gbp_per_kg,188.8135593220339,space_hardware_cost_gbp_per_w_space,0.21779661016949153,265.97107731496897
launch_cost_gbp_per_kg,273.22033898305085,space_hardware_cost_gbp_per_w_space,0.21779661016949153,305.616758538871
